Case_ID,Region,County,Jurisdiction,Age_at_Case_Filing,Case_Category,Case_Filing_Date,Case_Disposition_Date,Charge_ID_Number,Charge Type,UOR_Code,Offense_Description,ASCF_Code,ASCF,AOC_Offense_Category_Code,AOC_Offense_Category,Charge_Level,Charge_Class,Charge_Filing_Date,Original_Plea,Final_Plea,Charge_Disposition_Date,Charge_Disposition,Charge_Disposition_Category,Trial_Type,Sentence_Date,SEN_FINE_SENT_AMT,SEN_FINE_PROB_AMT,SEN_FINE_SUSP_AMT,SEN_FINE_COND_AMT,SEN_COST_SENT_AMT,SEN_COST_PROB_AMT,SEN_COST_SUSP_AMT,SEN_COST_COND_AMT,SEN_CONCURRENT,SEN_CONSECUTIVE,SEN_JAIL,SEN_PRISON,SEN_JORP_SENT_YEARS,SEN_JORP_SENT_MONTHS,SEN_JORP_SENT_DAYS,SEN_JORP_SENT_HOURS,SEN_JORP_SUSP_YEARS,SEN_JORP_SUSP_MONTHS,SEN_JORP_SUSP_DAYS,SEN_JORP_SUSP_HOURS,SEN_JORP_COND_YEARS,SEN_JORP_COND_MONTHS,SEN_JORP_COND_DAYS,SEN_JORP_COND_HOURS,SEN_HOME_SENT_YEARS,SEN_HOME_SENT_MONTHS,SEN_HOME_SENT_DAYS,SEN_HOME_SENT_HOURS,SEN_HOME_SUSP_YEARS,SEN_HOME_SUSP_MONTHS,SEN_HOME_SUSP_DAYS,SEN_HOME_SUSP_HOURS,SEN_HOME_COND_YEARS,SEN_HOME_COND_MONTHS,SEN_HOME_COND_DAYS,SEN_HOME_COND_HOURS,SEN_PROB_SUPV_YEARS,SEN_PROB_SUPV_MONTHS,SEN_PROB_SUPV_DAYS,SEN_PROB_SUPV_HOURS,SEN_PROB_UNSP_YEARS,SEN_PROB_UNSP_MONTHS,SEN_PROB_UNSP_DAYS,SEN_PROB_UNSP_HOURS,SEN_LOCAL_PROBATION,SEN_STATE_PROBATION,SEN_COMM_SRVC_YEARS,SEN_COMM_SRVC_MONTHS,SEN_COMM_SRVC_DAYS,SEN_COMM_SRVC_HOURS,SEN_CRDT_TIME_YEARS,SEN_CRDT_TIME_MONTHS,SEN_CRDT_TIME_DAYS,SEN_CRDT_TIME_HOURS,SEN_LIFE_SENTENCE,SEN_DEATH_SENTENCE,SEN_A_D_E,SEN_UNDERGO_TREATMNT,SEN_MAKE_RESTITUTION,Judge_at_Sentence,Defendant_ID,Identification,Race,Ethnicity,Gender
512,Metropolitan Region: Lexington,FAYETTE,District Court,30,Felony,11/13/2019,11/18/2019,1A    ,Amended,239350,*OBS* TBUT OR DISP SHOPLIFTING U/$500,0,Base,THF,Theft,Misdemeanor,A ,11/18/2019,Not Guilty,Guilty,11/18/2019,GUILTY,Convicted,NO TRIAL,11/18/2019,0,0,0,0,154,0,154,0,0,0,1,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722019,500,Criminal History Key,White,Non-Hispanic,Male
512,Metropolitan Region: Lexington,FAYETTE,District Court,30,Felony,11/13/2019,11/18/2019,3A    ,Amended,702401,ATT ENGAGING IN ORGANIZED CRIME-CRIMINAL SYNDICATE,1,Attempt,ICS,Organized Crime/Inchoate,Felony,C ,11/18/2019,Not Guilty,Guilty,11/18/2019,GUILTY,Convicted,NO TRIAL,11/18/2019,0,0,0,0,0,0,0,0,0,0,1,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722019,500,Criminal History Key,White,Non-Hispanic,Male
534,Metropolitan Region: Lexington,FAYETTE,District Court,29,Felony,12/12/2019,12/16/2019,1,Original Charge,239350,*OBS* TBUT OR DISP SHOPLIFTING U/$500,0,Base,THF,Theft,Misdemeanor,A ,12/11/2019,Not Guilty,Guilty,12/16/2019,GUILTY,Convicted,NO TRIAL,12/16/2019,0,0,0,0,164,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722019,522,Criminal History Key,White,Non-Hispanic,Male
535,Metropolitan Region: Lexington,FAYETTE,District Court,31,Felony,12/12/2019,12/16/2019,1,Original Charge,239350,*OBS* TBUT OR DISP SHOPLIFTING U/$500,0,Base,THF,Theft,Misdemeanor,A ,12/11/2019,Not Guilty,Guilty,12/16/2019,GUILTY,Convicted,NO TRIAL,12/16/2019,0,0,0,0,154,0,154,0,0,0,1,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722019,523,Criminal History Key,White,Non-Hispanic,Female
646,Metropolitan Region: Lexington,FAYETTE,District Court,41,Felony,8/12/2020,8/31/2020,1A    ,Amended,234301,ATT THEFT OF RETAIL MERCHANDISE FOR RESALE,1,Attempt,THF,Theft,Misdemeanor,A ,8/31/2020,Not Guilty,Not Guilty,8/31/2020,GUILTY,Convicted,NO TRIAL,8/31/2020,0,0,0,0,154,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722019,631,Criminal History Key,White,Non-Hispanic,Male
647,Metropolitan Region: Lexington,FAYETTE,District Court,38,Felony,8/12/2020,8/17/2020,1A    ,Amended,234301,ATT THEFT OF RETAIL MERCHANDISE FOR RESALE,1,Attempt,THF,Theft,Misdemeanor,A ,8/17/2020,Not Guilty,Guilty,8/17/2020,GUILTY,Convicted,NO TRIAL,8/17/2020,0,0,0,0,154,0,154,0,0,0,1,0,0,0,365,0,0,0,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722019,632,Criminal History Key,White,Non-Hispanic,Female
1261,Metropolitan Region: Lexington,FAYETTE,District Court,48,Felony,1/5/2024,1/25/2024,1A    ,Amended,240950,TBUT OR DISP ALL OTHERS,0,Base,THF,Theft,Misdemeanor,B ,8/13/2024,Not Guilty,Guilty,8/13/2024,GUILTY,Convicted,NO TRIAL,8/13/2024,0,0,0,0,164,0,164,0,0,0,1,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722023,1218,Criminal History Key,Black,Non-Hispanic,Male
1262,Metropolitan Region: Lexington,FAYETTE,District Court,26,Felony,1/13/2024,3/19/2024,1,Original Charge,242300,TBUT OR DISP SHOPLIFTING,0,Base,THF,Theft,Misdemeanor,B ,1/12/2024,Not Guilty,Guilty,4/18/2024,GUILTY,Convicted,NO TRIAL,4/18/2024,0,0,0,0,164,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,722023,1219,Criminal History Key,White,Non-Hispanic,Female
1262,Metropolitan Region: Lexington,FAYETTE,District Court,26,Felony,1/13/2024,3/19/2024,3,Original Charge,027080,GIVING OFFICER FALSE IDENTIFYING INFORMATION,0,Base,PGY,Perjury,Misdemeanor,B ,1/12/2024,Not Guilty,Guilty,4/18/2024,GUILTY,Convicted,NO TRIAL,4/18/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,722023,1219,Criminal History Key,White,Non-Hispanic,Female
1263,Metropolitan Region: Lexington,FAYETTE,District Court,23,Felony,1/13/2024,3/19/2024,1,Original Charge,242300,TBUT OR DISP SHOPLIFTING,0,Base,THF,Theft,Misdemeanor,B ,1/12/2024,Not Guilty,Guilty,3/26/2024,GUILTY,Convicted,NO TRIAL,3/26/2024,0,0,0,0,164,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,722024,1220,Criminal History Key,White,Non-Hispanic,Male
1263,Metropolitan Region: Lexington,FAYETTE,District Court,23,Felony,1/13/2024,3/19/2024,3,Original Charge,023030,PUBLIC INTOXICATION CONTROLLED SUBS (EXCLUDES ALC,0,Base,DGO,Drug Other,Misdemeanor,B ,1/12/2024,Not Guilty,Guilty,3/26/2024,GUILTY,Convicted,NO TRIAL,3/26/2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,722024,1220,Criminal History Key,White,Non-Hispanic,Male
1314,Metropolitan Region: Lexington,FAYETTE,District Court,38,Felony,7/17/2024,8/7/2024,1A    ,Amended,234301,ATT THEFT OF RETAIL MERCHANDISE FOR RESALE,1,Attempt,THF,Theft,Misdemeanor,A ,8/7/2024,Not Guilty,Guilty,8/7/2024,GUILTY,Convicted,NO TRIAL,8/7/2024,0,0,0,0,154,0,154,0,1,0,1,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,722020,1266,Criminal History Key,White,Non-Hispanic,Female
495,Rural: Appalachian,FLEMING,Circuit Court,30,Circuit Criminal,11/1/2019,10/19/2021,2,Original Charge,423300,POSS OF MARIJUANA,0,Base,DGP,Drug Possession,Misdemeanor,B ,11/1/2019,Unknown,Unknown,9/8/2021,GUILTY,Convicted,NO TRIAL,10/19/2021,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619253,483,Criminal History Key,White,Non-Hispanic,Male
495,Rural: Appalachian,FLEMING,Circuit Court,30,Circuit Criminal,11/1/2019,10/19/2021,3,Original Charge,420810,DRUG PARAPHERNALIA - BUY/POSSESS,0,Base,DGP,Drug Possession,Misdemeanor,A ,11/1/2019,Unknown,Unknown,9/8/2021,GUILTY,Convicted,NO TRIAL,10/19/2021,0,0,0,0,0,0,0,0,1,1,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619253,483,Criminal History Key,White,Non-Hispanic,Male
495,Rural: Appalachian,FLEMING,Circuit Court,30,Circuit Criminal,11/1/2019,10/19/2021,1A    ,Amended,422150,"POSS CONT SUB, 1ST DEGREE, 1ST OFF (METHAMPHETAMINE)",0,Base,DGP,Drug Possession,Felony,D ,9/8/2021,Unknown,Unknown,9/8/2021,GUILTY,Convicted,NO TRIAL,10/19/2021,0,0,0,0,165,0,165,0,1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0,0,619253,483,Criminal History Key,White,Non-Hispanic,Male
496,Rural: Appalachian,FLEMING,Circuit Court,30,Circuit Criminal,11/1/2019,4/6/2022,2,Original Charge,423300,POSS OF MARIJUANA,0,Base,DGP,Drug Possession,Misdemeanor,B ,11/1/2019,Unknown,Unknown,1/10/2022,GUILTY,Convicted,NO TRIAL,4/6/2022,0,0,0,0,0,0,0,0,1,0,1,0,0,0,45,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619253,484,Criminal History Key,White,Non-Hispanic,Male
496,Rural: Appalachian,FLEMING,Circuit Court,30,Circuit Criminal,11/1/2019,4/6/2022,3,Original Charge,420810,DRUG PARAPHERNALIA - BUY/POSSESS,0,Base,DGP,Drug Possession,Misdemeanor,A ,11/1/2019,Unknown,Unknown,1/10/2022,GUILTY,Convicted,NO TRIAL,4/6/2022,0,0,0,0,0,0,0,0,1,0,1,0,0,0,45,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619253,484,Criminal History Key,White,Non-Hispanic,Male
496,Rural: Appalachian,FLEMING,Circuit Court,30,Circuit Criminal,11/1/2019,4/6/2022,1A    ,Amended,702404,FACL ENGAGING IN ORGANIZED CRIME-CRIMINAL SYNDICATE,4,Facilitation,ICS,Organized Crime/Inchoate,Felony,D ,1/7/2022,Unknown,Unknown,1/10/2022,GUILTY,Convicted,NO TRIAL,4/6/2022,0,0,0,0,165,0,0,0,1,0,1,0,0,0,90,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619253,484,Criminal History Key,White,Non-Hispanic,Male
497,Rural: Appalachian,FLEMING,Circuit Court,23,Circuit Criminal,11/1/2019,8/10/2021,2,Original Charge,423300,POSS OF MARIJUANA,0,Base,DGP,Drug Possession,Misdemeanor,B ,11/1/2019,Unknown,Unknown,4/27/2021,GUILTY,Convicted,NO TRIAL,8/10/2021,0,0,0,0,0,0,0,0,1,1,1,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,619253,485,Criminal History Key,White,Non-Hispanic,Female
497,Rural: Appalachian,FLEMING,Circuit Court,23,Circuit Criminal,11/1/2019,8/10/2021,3,Original Charge,420810,DRUG PARAPHERNALIA - BUY/POSSESS,0,Base,DGP,Drug Possession,Misdemeanor,A ,11/1/2019,Unknown,Unknown,4/27/2021,GUILTY,Convicted,NO TRIAL,8/10/2021,0,0,0,0,0,0,0,0,1,1,1,0,0,0,45,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,******,485,Criminal History Key,White,Non-Hispanic,Female
497,Rural: Appalachian,FLEMING,Circuit Court,23,Circuit Criminal,11/1/2019,8/10/2021,1A    ,Amended,702404,FACL ENGAGING IN ORGANIZED CRIME-CRIMINAL SYNDICATE,4,Facilitation,ICS,Organized Crime/Inchoate,Felony,D ,4/26/2021,Unknown,Unknown,4/27/2021,GUILTY,Convicted,NO TRIAL,8/10/2021,0,0,0,0,165,0,0,0,1,1,0,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,619253,485,Criminal History Key,White,Non-Hispanic,Female
498,Rural: Appalachian,FLEMING,Circuit Court,35,Circuit Criminal,11/1/2019,7/6/2021,3,Original Charge,521960,CONVICTED FELON IN POSSESSION OF A FIREARM,0,Base,GUN,Handgun,Felony,D ,11/1/2019,Unknown,Unknown,5/26/2021,GUILTY,Convicted,NO TRIAL,7/6/2021,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619253,486,Criminal History Key,White,Non-Hispanic,Female
498,Rural: Appalachian,FLEMING,Circuit Court,35,Circuit Criminal,11/1/2019,7/6/2021,1A    ,Amended,702404,FACL ENGAGING IN ORGANIZED CRIME-CRIMINAL SYNDICATE,4,Facilitation,ICS,Organized Crime/Inchoate,Felony,D ,5/26/2021,Unknown,Unknown,5/26/2021,GUILTY,Convicted,NO TRIAL,7/6/2021,0,0,0,0,165,0,165,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619253,486,Criminal History Key,White,Non-Hispanic,Female
522,Rural: Appalachian,FLOYD,Circuit Court,52,Circuit Criminal,12/4/2019,2/17/2020,1,Original Charge,423640,"TICS, 1ST DEGREE, 2ND OR > (>= 2 GMS METHAMPHETAMINE)",0,Base,DGT,Drug Trafficking,Felony,B ,12/4/2019,Not Guilty,Guilty,8/10/2022,GUILTY,Convicted,NO TRIAL,8/10/2022,0,0,0,0,165,0,0,0,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631314,510,Criminal History Key,NULL,NULL,NULL
523,Rural: Appalachian,FLOYD,Circuit Court,57,Circuit Criminal,12/4/2019,10/18/2021,1,Original Charge,423650,"TICS, 1ST DEGREE, 1ST OFFENSE (>= 2 GMS METHAMPHETAMINE)",0,Base,DGT,Drug Trafficking,Felony,C ,12/4/2019,Not Guilty,Guilty,10/18/2021,GUILTY,Convicted,NO TRIAL,10/18/2021,25,NULL,25,NULL,140,NULL,140,NULL,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631314,511,Criminal History Key,NULL,NULL,NULL
523,Rural: Appalachian,FLOYD,Circuit Court,57,Circuit Criminal,12/4/2019,10/18/2021,2,Original Charge,423650,"TICS, 1ST DEGREE, 1ST OFFENSE (>= 2 GMS METHAMPHETAMINE)",0,Base,DGT,Drug Trafficking,Felony,C ,12/4/2019,Not Guilty,Guilty,10/18/2021,GUILTY,Convicted,NO TRIAL,10/18/2021,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631314,511,Criminal History Key,NULL,NULL,NULL
523,Rural: Appalachian,FLOYD,Circuit Court,57,Circuit Criminal,12/4/2019,10/18/2021,3,Original Charge,423650,"TICS, 1ST DEGREE, 1ST OFFENSE (>= 2 GMS METHAMPHETAMINE)",0,Base,DGT,Drug Trafficking,Felony,C ,12/4/2019,Not Guilty,Guilty,10/18/2021,GUILTY,Convicted,NO TRIAL,10/18/2021,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631314,511,Criminal History Key,NULL,NULL,NULL
523,Rural: Appalachian,FLOYD,Circuit Court,57,Circuit Criminal,12/4/2019,10/18/2021,4A    ,Amended,423650,"TICS, 1ST DEGREE, 1ST OFFENSE (>= 2 GMS METHAMPHETAMINE)",0,Base,DGT,Drug Trafficking,Felony,C ,12/7/2021,Not Guilty,Guilty,12/7/2021,GUILTY,Convicted,NO TRIAL,12/7/2021,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631314,511,Criminal History Key,NULL,NULL,NULL
524,Rural: Appalachian,FLOYD,Circuit Court,52,Circuit Criminal,12/4/2019,8/11/2021,1,Original Charge,423650,"TICS, 1ST DEGREE, 1ST OFFENSE (>= 2 GMS METHAMPHETAMINE)",0,Base,DGT,Drug Trafficking,Felony,C ,12/4/2019,Not Guilty,Guilty,8/11/2021,GUILTY,Convicted,NO TRIAL,8/11/2021,20,NULL,20,NULL,125,NULL,125,NULL,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631314,512,Criminal History Key,NULL,NULL,NULL
524,Rural: Appalachian,FLOYD,Circuit Court,52,Circuit Criminal,12/4/2019,8/11/2021,2,Original Charge,423650,"TICS, 1ST DEGREE, 1ST OFFENSE (>= 2 GMS METHAMPHETAMINE)",0,Base,DGT,Drug Trafficking,Felony,C ,12/4/2019,Not Guilty,Guilty,8/11/2021,GUILTY,Convicted,NO TRIAL,8/11/2021,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,631314,512,Criminal History Key,NULL,NULL,NULL
706,Rural: Appalachian,FLOYD,Circuit Court,36,Circuit Criminal,4/6/2021,2/3/2023,1,Original Charge,220620,"BURGLARY, 3RD DEGREE",0,Base,BRG,Burglary,Felony,D ,4/6/2021,Unknown,Unknown,2/3/2023,GUILTY,Convicted,NO TRIAL,2/3/2023,0,0,0,0,165,0,165,0,0,1,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,631314,689,Criminal History Key,NULL,NULL,Female
29,Micropolitan: North-Central,FRANKLIN,Circuit Court,45,Circuit Criminal,4/21/2015,6/14/2018,1A    ,Amended,232990,*OBS* THEFT BY UNLAWFUL TAKING/DISP-ALL OTHERS,0,Base,THF,Theft,Misdemeanor,A ,9/25/2017,Not Guilty,Guilty,6/14/2018,GUILTY,Convicted,NO TRIAL,6/14/2018,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648243,29,Criminal History Key,NULL,NULL,Male
697,Micropolitan: North-Central,FRANKLIN,Circuit Court,26,Circuit Criminal,12/17/2020,7/14/2023,1,Original Charge,702400,ENGAGING IN ORGANIZED CRIME-CRIMINAL SYNDICATE,0,Base,ICS,Organized Crime/Inchoate,Felony,B ,12/17/2020,Not Guilty,Guilty,7/14/2023,GUILTY,Convicted,NO TRIAL,7/14/2023,0,0,0,0,0,0,0,0,0,1,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648243,680,Criminal History Key,NULL,NULL,NULL
698,Micropolitan: North-Central,FRANKLIN,Circuit Court,30,Circuit Criminal,12/17/2020,8/11/2023,1A    ,Amended,490315,COMP PROMOTING CONTRABAND - 1ST DEGREE,5,Complicity,GUN,Handgun,Felony,D ,8/11/2023,Not Guilty,Guilty,8/11/2023,GUILTY,Convicted,NO TRIAL,8/11/2023,0,0,0,0,155,0,0,0,0,0,0,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,648243,681,Criminal History Key,NULL,NULL,NULL
699,Micropolitan: North-Central,FRANKLIN,Circuit Court,24,Circuit Criminal,12/17/2020,1/3/2023,1A    ,Amended,490315,COMP PROMOTING CONTRABAND - 1ST DEGREE,5,Complicity,GUN,Handgun,Felony,D ,1/3/2023,Guilty,Guilty,1/3/2023,GUILTY,Convicted,NO TRIAL,1/3/2023,0,0,0,0,155,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,648243,682,Criminal History Key,NULL,NULL,NULL
700,Micropolitan: North-Central,FRANKLIN,Circuit Court,23,Circuit Criminal,12/17/2020,1/9/2024,1A    ,Amended,423820,"TICS, 1ST DEGREE, 1ST OFF (<10 D.U. DRUG UNSP SCHED 1& 2)",0,Base,DGT,Drug Trafficking,Felony,D ,1/9/2024,Not Guilty,Guilty,1/9/2024,GUILTY,Convicted,NO TRIAL,1/9/2024,0,0,0,0,155,0,0,0,0,0,0,1,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,648243,683,Criminal History Key,NULL,NULL,NULL
780,Micropolitan: North-Central,FRANKLIN,Circuit Court,40,Circuit Criminal,7/21/2021,8/31/2022,2,Original Charge,239170,"*OBS* TBUT ALL OTHERS $500 OR MORE BUT U/$10,000",0,Base,THF,Theft,Felony,D ,7/20/2021,Not Guilty,Guilty,8/31/2022,GUILTY,Convicted,NO TRIAL,8/31/2022,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648260,760,Criminal History Key,White,Non-Hispanic,Male
780,Micropolitan: North-Central,FRANKLIN,Circuit Court,40,Circuit Criminal,7/21/2021,8/31/2022,3,Original Charge,280320,"*OBS* RECEIVING STOLEN PROPERTY U/$10,000",0,Base,THF,Theft,Felony,D ,7/20/2021,Not Guilty,Guilty,8/31/2022,GUILTY,Convicted,NO TRIAL,8/31/2022,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648260,760,Criminal History Key,White,Non-Hispanic,Male
781,Micropolitan: North-Central,FRANKLIN,Circuit Court,49,Circuit Criminal,7/21/2021,6/13/2022,2,Original Charge,280320,"*OBS* RECEIVING STOLEN PROPERTY U/$10,000",0,Base,THF,Theft,Felony,D ,7/20/2021,Not Guilty,Guilty,6/13/2022,GUILTY,Convicted,NO TRIAL,6/13/2022,0,0,0,0,155,0,0,0,0,0,0,1,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,648260,761,Criminal History Key,White,Non-Hispanic,Male
782,Micropolitan: North-Central,FRANKLIN,Circuit Court,30,Circuit Criminal,7/21/2021,9/7/2022,3,Original Charge,280320,"*OBS* RECEIVING STOLEN PROPERTY U/$10,000",0,Base,THF,Theft,Felony,D ,7/20/2021,Not Guilty,Guilty,9/7/2022,GUILTY,Convicted,NO TRIAL,9/7/2022,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648260,762,Criminal History Key,NULL,NULL,NULL
